lat,lon,street,postcode,housenumber,city,state,country
40.4735738,-79.8889721,Verona Place,15206,5, , , 
40.4734436,-79.8890057,Verona Place,15206,1, , , 
40.4735012,-79.8889921,Verona Place,15206,3, , , 
