lat,lon,street,postcode,housenumber,city,state,country
40.4578964,-79.9236938,Emerson Street,15206,254, , , 
40.4582439,-79.9236169,Emerson Street,15206,240, , , 
40.4582703,-79.9232303,Emerson Street,15206,239, , , 
40.4583988,-79.9232035,Emerson Street,15206,233, , , 
40.4585328,-79.9231309,Emerson Street,15206,227, , , 
40.4588388,-79.9231249,Emerson Street,15206,219, , , 
40.4588702,-79.9231184,Emerson Street,15206,217, , , 
40.4578597,-79.9236484,Emerson Street,15206,256, , , 
