lat,lon,street,postcode,housenumber,city,state,country
40.4705718,-79.9258023,Portland Way,15206,750, , , 
40.4706654,-79.9257614,Portland Way,15206,754, , , 
40.4697977,-79.9261998,Portland Way,15206,712, , , 
40.4698379,-79.9261788,Portland Way,15206,714, , , 
