lat,lon,street,postcode,housenumber,city,state,country
40.4819625,-80.0337159,Brighton Road,1136,house, , , 
40.4663182,-80.0251176,Brighton Road,bus_stop,2449, , , 
40.4672808,-80.0247903,Brighton Road,15214,2500, , , 
40.4630314,-80.0204019,Brighton Road,15214,2155,Pittsburgh,PA,US
40.4609216,-80.0189289,Brighton Road,15214,1929,Pittsburgh,PA,US
40.4608053,-80.0188733,Brighton Road,1927,house, , , 
40.462264,-80.0181576,Brighton Road,15214,2032,Pittsburgh,PA,US
