lat,lon,street,postcode,housenumber,city,state,country
40.4661024,-80.0125153,Cutler Street,15214,220,Pittsburgh,PA,US
40.466079,-80.0122937,Cutler Street,15214,214,Pittsburgh,PA,US
40.4661783,-80.0122158,Cutler Street,15214,210,Pittsburgh,PA,US
40.4662408,-80.0119698,Cutler Street,15214,202,Pittsburgh,PA,US
