lat,lon,street,postcode,housenumber,city,state,country
40.4599306,-79.9101688,Continental Street,15206,120, , , 
40.4600395,-79.9102198,Continental Street,15206,124, , , 
40.4597906,-79.9108031,Continental Street,15206,109, , , 
40.4598374,-79.9107486,Continental Street,15206,111, , , 
40.4597313,-79.910481,Continental Street,15206,114, , , 
