lat,lon,street,postcode,housenumber,city,state,country
40.4626871,-79.9065259,Renfrew Street,15206,350, , , 
40.4631841,-79.9062877,Renfrew Street,15206,236, , , 
40.4642337,-79.9077362,Renfrew Street,15206,305, , , 
